X축 우선순위,총계,,,,,,,,,
나이별,연도,합계(명),전년도(명),성장률(%),구성비(%),목적별,,,,
,,,,,,관광,상용,공용,유학연수,기타
41 ~ 50,2019년 05월,223868,194196,0.153,0.001,199798,4259,1556,173,18082
41 ~ 50,2019년 06월,227462,202267,0.125,0.001,202902,4080,1819,193,18468
41 ~ 50,2019년 07월,229796,205359,0.119,0.001,204101,3983,1528,179,20005
41 ~ 50,2019년 08월,237245,217090,0.093,0.001,207217,4108,1486,399,24035
41 ~ 50,2019년 09월,207976,186398,0.116,0.001,177712,4554,1858,473,23379
41 ~ 50,2019년 10월,242953,235556,0.031,0.001,216934,4496,1819,253,19451
41 ~ 50,2019년 11월,226059,220959,0.023,0.001,202753,4441,2035,220,16610
41 ~ 50,2019년 12월,225284,210664,0.069,0.001,206421,3765,1526,258,13314
41 ~ 50,2020년 01월,194055,169018,0.148,0.001,168087,3860,1257,297,20554
41 ~ 50,2020년 02월,101673,182963,-0.444,0.001,84413,1922,819,278,14241
41 ~ 50,2020년 03월,8654,230985,-0.963,0,5194,338,148,220,2754
41 ~ 50,2020년 04월,2258,251225,-0.991,0,909,79,40,35,1195
41 ~ 50,2020년 05월,2897,223868,-0.987,0,1000,134,29,27,1707
41 ~ 50,2020년 06월,3979,227462,-0.983,0,1764,156,61,17,1981
41 ~ 50,2020년 07월,5734,229796,-0.975,0,2442,219,169,25,2879
41 ~ 50,2020년 08월,4527,237245,-0.981,0,1406,329,141,92,2559
41 ~ 50,2020년 09월,4870,207976,-0.977,0,2076,306,111,87,2290
41 ~ 50,2020년 10월,5160,242953,-0.979,0,2265,321,81,39,2454
41 ~ 50,2020년 11월,4660,226059,-0.979,0,2206,342,123,24,1965
41 ~ 50,2020년 12월,4294,225284,-0.981,0,2218,319,117,22,1618
41 ~ 50,2021년 01월,4175,194055,-0.978,0,1895,379,155,31,1715
41 ~ 50,2021년 02월,4253,101673,-0.958,0,1877,292,108,145,1831
41 ~ 50,2021년 03월,6299,8654,-0.272,0,2560,358,143,164,3074
41 ~ 50,2021년 04월,6309,2258,1.794,0,2359,416,143,59,3332
41 ~ 50,2021년 05월,6517,2897,1.25,0,2821,394,185,58,3059
41 ~ 50,2021년 06월,7254,3979,0.823,0,3397,404,225,43,3185
41 ~ 50,2021년 07월,8484,5734,0.48,0,3926,445,411,39,3663
41 ~ 50,2021년 08월,7168,4527,0.583,0,3514,578,470,131,2475
41 ~ 50,2021년 09월,8314,4870,0.707,0,3658,516,308,157,3675
41 ~ 50,2021년 10월,9805,5160,0.9,0,5085,625,429,51,3615
41 ~ 50,2021년 11월,10105,4660,1.168,0,6079,798,394,48,2786
41 ~ 50,2021년 12월,8002,4294,0.864,0,4790,440,369,77,2326
41 ~ 50,2022년 01월,6758,4175,0.619,0,3377,604,327,34,2416
41 ~ 50,2022년 02월,6887,4253,0.619,0,3386,577,227,178,2519
41 ~ 50,2022년 03월,8141,6299,0.292,0,4361,626,353,151,2650
41 ~ 50,2022년 04월,14267,6309,1.261,0,9485,892,452,72,3366
41 ~ 50,소계,28576898,28475196,0.004,0.168,24126929,1038638,169881,22686,3218764
51 ~ 60,2005년 01월,65773,0,0,0,55596,2912,631,16,6618
51 ~ 60,2005년 02월,66285,0,0,0,57063,2520,494,15,6193
51 ~ 60,2005년 03월,80301,0,0,0,70168,3030,509,26,6568
51 ~ 60,2005년 04월,84334,0,0,0,73865,3149,693,12,6615
51 ~ 60,2005년 05월,77515,0,0,0,66478,3165,731,10,7131
51 ~ 60,2005년 06월,71314,0,0,0,62152,2879,577,15,5691
51 ~ 60,2005년 07월,67793,0,0,0,58831,2670,609,15,5668
51 ~ 60,2005년 08월,67610,0,0,0,57660,3000,679,21,6250
51 ~ 60,2005년 09월,82388,0,0,0,71907,2984,631,19,6847
51 ~ 60,2005년 10월,98791,0,0,0.001,87428,3254,703,8,7398
51 ~ 60,2005년 11월,86610,0,0,0.001,75992,3204,845,12,6557
51 ~ 60,2005년 12월,70569,0,0,0,61520,2594,523,14,5918
51 ~ 60,2006년 01월,60146,65773,-0.086,0,49390,3027,557,16,7156
51 ~ 60,2006년 02월,65070,66285,-0.018,0,54626,2968,433,13,7030
51 ~ 60,2006년 03월,81138,80301,0.01,0,71108,3540,494,17,5979
51 ~ 60,2006년 04월,84805,84334,0.006,0,74532,3361,630,14,6268
51 ~ 60,2006년 05월,86712,77515,0.119,0.001,76550,3277,596,9,6280
51 ~ 60,2006년 06월,80868,71314,0.134,0,71978,2893,559,15,5423
51 ~ 60,2006년 07월,69733,67793,0.029,0,61330,2698,550,6,5149
51 ~ 60,2006년 08월,73327,67610,0.085,0,64158,2803,747,11,5608
51 ~ 60,2006년 09월,88163,82388,0.07,0.001,78960,2905,723,16,5559
51 ~ 60,2006년 10월,98465,98791,-0.003,0.001,87517,3240,770,11,6927
51 ~ 60,2006년 11월,87455,86610,0.01,0.001,78402,2765,733,7,5548
51 ~ 60,2006년 12월,67917,70569,-0.038,0,60272,2393,458,9,4785
51 ~ 60,2007년 01월,64503,60146,0.072,0,55254,3187,611,12,5439
51 ~ 60,2007년 02월,66369,65070,0.02,0,57718,2640,434,15,5562
51 ~ 60,2007년 03월,80507,81138,-0.008,0,69674,3313,513,22,6985
51 ~ 60,2007년 04월,89219,84805,0.052,0.001,74570,3469,717,7,10456
51 ~ 60,2007년 05월,88796,86712,0.024,0.001,73624,3385,689,16,11082
51 ~ 60,2007년 06월,81866,80868,0.012,0,67944,3036,611,13,10262
51 ~ 60,2007년 07월,73395,69733,0.053,0,59409,2942,666,7,10371
51 ~ 60,2007년 08월,77220,73327,0.053,0,61154,3122,729,33,12182
51 ~ 60,2007년 09월,91017,88163,0.032,0.001,72628,3170,658,20,14541
51 ~ 60,2007년 10월,116634,98465,0.185,0.001,95926,3638,796,13,16261
51 ~ 60,2007년 11월,97866,87455,0.119,0.001,81134,3203,710,8,12811
51 ~ 60,2007년 12월,78790,67917,0.16,0,62959,2764,460,8,12599
51 ~ 60,2008년 01월,71341,64503,0.106,0,53911,3612,637,17,13164
51 ~ 60,2008년 02월,76742,66369,0.156,0,57742,3005,486,25,15484
51 ~ 60,2008년 03월,91621,80507,0.138,0.001,70707,3746,506,20,16642
51 ~ 60,2008년 04월,98127,89219,0.1,0.001,80005,3715,594,29,13784
51 ~ 60,2008년 05월,96727,88796,0.089,0.001,78949,3492,683,15,13588
51 ~ 60,2008년 06월,85134,81866,0.04,0.001,69551,3164,626,25,11768
51 ~ 60,2008년 07월,79312,73395,0.081,0,64600,2798,620,13,11281
51 ~ 60,2008년 08월,74151,77220,-0.04,0,57845,3094,688,22,12502
51 ~ 60,2008년 09월,92496,91017,0.016,0.001,74495,3242,614,23,14122
51 ~ 60,2008년 10월,111941,116634,-0.04,0.001,92533,3563,584,12,15249
51 ~ 60,2008년 11월,97518,97866,-0.004,0.001,81067,3255,679,11,12506
51 ~ 60,2008년 12월,92757,78790,0.177,0.001,79184,2543,518,13,10499
51 ~ 60,2009년 01월,88727,71341,0.244,0.001,72726,2939,548,8,12506
51 ~ 60,2009년 02월,101395,76742,0.321,0.001,81004,2688,508,19,17176
51 ~ 60,2009년 03월,114020,91621,0.244,0.001,94060,3243,485,16,16216
51 ~ 60,2009년 04월,121096,98127,0.234,0.001,104463,2984,607,6,13036
51 ~ 60,2009년 05월,94750,96727,-0.02,0.001,79419,2958,644,9,11720
51 ~ 60,2009년 06월,80438,85134,-0.055,0,66983,2771,517,9,10158
51 ~ 60,2009년 07월,86819,79312,0.095,0.001,73686,2622,531,5,9975
51 ~ 60,2009년 08월,88465,74151,0.193,0.001,73618,2774,579,23,11471
51 ~ 60,2009년 09월,110864,92496,0.199,0.001,95230,2641,541,20,12432
51 ~ 60,2009년 10월,127117,111941,0.136,0.001,108988,3101,614,10,14404
51 ~ 60,2009년 11월,108497,97518,0.113,0.001,92219,3015,683,14,12566
51 ~ 60,2009년 12월,92034,92757,-0.008,0.001,77627,2387,471,7,11542
51 ~ 60,2010년 01월,81565,88727,-0.081,0,64817,3011,496,13,13228
51 ~ 60,2010년 02월,85328,101395,-0.158,0.001,67952,2389,328,25,14634
51 ~ 60,2010년 03월,113867,114020,-0.001,0.001,90448,3239,498,19,19663
51 ~ 60,2010년 04월,124231,121096,0.026,0.001,104027,3155,603,12,16434
51 ~ 60,2010년 05월,118393,94750,0.25,0.001,98415,3213,698,11,16056
51 ~ 60,2010년 06월,109531,80438,0.362,0.001,91867,2973,610,18,14063
51 ~ 60,2010년 07월,100063,86819,0.153,0.001,82993,2537,536,13,13984
51 ~ 60,2010년 08월,101554,88465,0.148,0.001,82106,2755,575,25,16093
51 ~ 60,2010년 09월,118251,110864,0.067,0.001,96093,2833,533,22,18770
51 ~ 60,2010년 10월,150476,127117,0.184,0.001,125724,3019,606,26,21101
51 ~ 60,2010년 11월,123365,108497,0.137,0.001,101635,2904,660,26,18140
51 ~ 60,2010년 12월,93142,92034,0.012,0.001,75174,2303,399,31,15235
51 ~ 60,2011년 01월,81449,81565,-0.001,0,62053,2694,379,56,16267
51 ~ 60,2011년 02월,89560,85328,0.05,0.001,65159,2432,303,123,21543
51 ~ 60,2011년 03월,109417,113867,-0.039,0.001,82031,2537,328,77,24444
51 ~ 60,2011년 04월,115656,124231,-0.069,0.001,93485,2707,516,95,18853
51 ~ 60,2011년 05월,116331,118393,-0.017,0.001,93847,2943,562,119,18860
51 ~ 60,2011년 06월,115559,109531,0.055,0.001,96239,2470,528,98,16224
51 ~ 60,2011년 07월,113135,100063,0.131,0.001,94732,2308,527,122,15446
51 ~ 60,2011년 08월,115701,101554,0.139,0.001,95860,2372,526,153,16790
51 ~ 60,2011년 09월,138331,118251,0.17,0.001,115766,2555,512,116,19382
51 ~ 60,2011년 10월,163080,150476,0.084,0.001,139247,2761,698,152,20222
51 ~ 60,2011년 11월,140034,123365,0.135,0.001,119953,2671,682,75,16653
51 ~ 60,2011년 12월,113251,93142,0.216,0.001,96383,1914,407,36,14511
51 ~ 60,2012년 01월,100300,81449,0.231,0.001,79840,2415,396,58,17591
51 ~ 60,2012년 02월,111882,89560,0.249,0.001,87073,2146,355,85,22223
51 ~ 60,2012년 03월,137322,109417,0.255,0.001,112495,2503,601,47,21676
51 ~ 60,2012년 04월,158764,115656,0.373,0.001,137214,2489,518,34,18509
51 ~ 60,2012년 05월,152844,116331,0.314,0.001,132221,2594,626,32,17371
51 ~ 60,2012년 06월,144833,115559,0.253,0.001,127038,2294,636,16,14849
51 ~ 60,2012년 07월,132626,113135,0.172,0.001,113734,2195,670,13,16014
51 ~ 60,2012년 08월,129872,115701,0.122,0.001,111154,2155,520,26,16017
51 ~ 60,2012년 09월,153806,138331,0.112,0.001,133571,2083,606,28,17518
51 ~ 60,2012년 10월,166569,163080,0.021,0.001,142218,2761,682,16,20892
51 ~ 60,2012년 11월,132569,140034,-0.053,0.001,113359,2240,607,14,16349
51 ~ 60,2012년 12월,108875,113251,-0.039,0.001,93211,1924,411,15,13314
51 ~ 60,2013년 01월,102362,100300,0.021,0.001,84293,2513,453,19,15084
51 ~ 60,2013년 02월,107987,111882,-0.035,0.001,88117,2043,304,26,17497
51 ~ 60,2013년 03월,144728,137322,0.054,0.001,121070,2512,361,32,20753
51 ~ 60,2013년 04월,150757,158764,-0.05,0.001,129459,3056,424,26,17792
51 ~ 60,2013년 05월,141365,152844,-0.075,0.001,117774,5305,518,25,17743
51 ~ 60,2013년 06월,148384,144833,0.025,0.001,125863,5984,556,20,15961
51 ~ 60,2013년 07월,135454,132626,0.021,0.001,114777,5022,558,20,15077
51 ~ 60,2013년 08월,144506,129872,0.113,0.001,123475,3722,460,35,16814
51 ~ 60,2013년 09월,175583,153806,0.142,0.001,150494,4886,657,30,19516
51 ~ 60,2013년 10월,172885,166569,0.038,0.001,147326,3216,756,36,21551
51 ~ 60,2013년 11월,142453,132569,0.075,0.001,121205,2746,939,27,17536
51 ~ 60,2013년 12월,121271,108875,0.114,0.001,102364,2348,732,20,15807
51 ~ 60,2014년 01월,108824,102362,0.063,0.001,88973,2733,597,18,16503
51 ~ 60,2014년 02월,119636,107987,0.108,0.001,95405,2604,522,37,21068
51 ~ 60,2014년 03월,174041,144728,0.203,0.001,147469,3150,660,26,22736
51 ~ 60,2014년 04월,199119,150757,0.321,0.001,173376,2767,743,17,22216
51 ~ 60,2014년 05월,188077,141365,0.33,0.001,160511,3944,778,21,22823
51 ~ 60,2014년 06월,169761,148384,0.144,0.001,145924,3469,858,33,19477
51 ~ 60,2014년 07월,144848,135454,0.069,0.001,119640,5033,845,25,19305
51 ~ 60,2014년 08월,149631,144506,0.035,0.001,125845,3016,880,22,19868
51 ~ 60,2014년 09월,190240,175583,0.083,0.001,159861,6206,1231,20,22922
51 ~ 60,2014년 10월,210329,172885,0.217,0.001,183671,3199,1457,24,21978
51 ~ 60,2014년 11월,172913,142453,0.214,0.001,150787,2677,1061,10,18378
51 ~ 60,2014년 12월,141869,121271,0.17,0.001,122845,2045,766,10,16203
51 ~ 60,2015년 01월,121311,108824,0.115,0.001,100339,2971,651,16,17334
51 ~ 60,2015년 02월,120233,119636,0.005,0.001,99448,2344,475,30,17936
51 ~ 60,2015년 03월,184461,174041,0.06,0.001,154414,2688,740,34,26585
51 ~ 60,2015년 04월,209436,199119,0.052,0.001,183801,2483,1065,17,22070
51 ~ 60,2015년 05월,206642,188077,0.099,0.001,179845,2938,1175,19,22665
51 ~ 60,2015년 06월,105634,169761,-0.378,0.001,87936,1959,742,13,14984
51 ~ 60,2015년 07월,82161,144848,-0.433,0,60856,1956,659,9,18681
51 ~ 60,2015년 08월,125760,149631,-0.16,0.001,101466,2625,772,30,20867
51 ~ 60,2015년 09월,183239,190240,-0.037,0.001,157130,2400,1043,26,22640
51 ~ 60,2015년 10월,220973,210329,0.051,0.001,191934,2648,1339,15,25037
51 ~ 60,2015년 11월,177401,172913,0.026,0.001,154759,2473,1295,8,18866
51 ~ 60,2015년 12월,144499,141869,0.019,0.001,125411,2011,713,12,16352
51 ~ 60,2016년 01월,130529,121311,0.076,0.001,109726,2793,696,18,17296
51 ~ 60,2016년 02월,138009,120233,0.148,0.001,112790,2305,497,32,22385
51 ~ 60,2016년 03월,201778,184461,0.094,0.001,173804,2596,741,16,24621
51 ~ 60,2016년 04월,220375,209436,0.052,0.001,195331,2588,1070,17,21369
51 ~ 60,2016년 05월,233577,206642,0.13,0.001,208055,2872,1190,13,21447
51 ~ 60,2016년 06월,213276,105634,1.019,0.001,190985,2320,1098,8,18865
51 ~ 60,2016년 07월,179826,82161,1.189,0.001,157730,2231,1001,20,18844
51 ~ 60,2016년 08월,170465,125760,0.355,0.001,146680,2457,883,25,20420
51 ~ 60,2016년 09월,222319,183239,0.213,0.001,193801,2426,1050,29,25013
51 ~ 60,2016년 10월,246692,220973,0.116,0.001,219037,2559,1231,17,23848
51 ~ 60,2016년 11월,201737,177401,0.137,0.001,183825,2369,1050,10,14483
51 ~ 60,2016년 12월,173945,144499,0.204,0.001,154143,1980,795,7,17020
51 ~ 60,2017년 01월,144701,130529,0.109,0.001,122884,2806,610,14,18387
51 ~ 60,2017년 02월,157840,138009,0.144,0.001,131819,2119,643,21,23238
51 ~ 60,2017년 03월,172439,201778,-0.145,0.001,145242,2530,713,24,23930
51 ~ 60,2017년 04월,160062,220375,-0.274,0.001,135349,2301,955,11,21446
51 ~ 60,2017년 05월,140151,233577,-0.4,0.001,115085,2557,922,10,21577
51 ~ 60,2017년 06월,135666,213276,-0.364,0.001,112908,1976,833,18,19931
51 ~ 60,2017년 07월,126959,179826,-0.294,0.001,104877,2020,1000,9,19053
51 ~ 60,2017년 08월,132473,170465,-0.223,0.001,107771,2147,1025,38,21492
51 ~ 60,2017년 09월,151998,222319,-0.316,0.001,124761,1905,1262,24,24046
51 ~ 60,2017년 10월,168707,246692,-0.316,0.001,137166,2417,1096,28,28000
51 ~ 60,2017년 11월,157039,201737,-0.222,0.001,129324,2132,1171,10,24402
51 ~ 60,2017년 12월,136022,173945,-0.218,0.001,112754,1728,807,8,20725
51 ~ 60,2018년 01월,119587,144701,-0.174,0.001,95481,2358,796,10,20942
51 ~ 60,2018년 02월,128404,157840,-0.186,0.001,103003,1890,772,22,22717
51 ~ 60,2018년 03월,176522,172439,0.024,0.001,143516,2115,885,17,29989
51 ~ 60,2018년 04월,186146,160062,0.163,0.001,158761,2260,1091,20,24014
51 ~ 60,2018년 05월,172166,140151,0.228,0.001,146128,2383,1148,28,22479
51 ~ 60,2018년 06월,165374,135666,0.219,0.001,142380,1992,976,14,20012
51 ~ 60,2018년 07월,149779,126959,0.18,0.001,127293,2041,1037,12,19396
51 ~ 60,2018년 08월,158837,132473,0.199,0.001,132675,2186,995,27,22954
51 ~ 60,2018년 09월,169029,151998,0.112,0.001,139733,2180,1353,30,25733
51 ~ 60,2018년 10월,221735,168707,0.314,0.001,190754,2324,1245,21,27391
51 ~ 60,2018년 11월,193478,157039,0.232,0.001,168177,2007,1411,16,21867
51 ~ 60,2018년 12월,159376,136022,0.172,0.001,137776,1716,1150,12,18722
51 ~ 60,2019년 01월,132619,119587,0.109,0.001,111118,2283,813,17,18388
51 ~ 60,2019년 02월,144830,128404,0.128,0.001,116183,2071,721,21,25834
51 ~ 60,2019년 03월,200310,176522,0.135,0.001,170355,2401,1190,21,26343
51 ~ 60,2019년 04월,223030,186146,0.198,0.001,197366,2251,1358,20,22035
51 ~ 60,2019년 05월,203232,172166,0.18,0.001,178076,2325,1525,14,21292
51 ~ 60,2019년 06월,184956,165374,0.118,0.001,162514,2132,1489,17,18804
51 ~ 60,2019년 07월,164816,149779,0.1,0.001,142926,2012,1307,9,18562
51 ~ 60,2019년 08월,170298,158837,0.072,0.001,144545,2260,1225,33,22235
51 ~ 60,2019년 09월,187687,169029,0.11,0.001,158137,2448,1536,25,25541
51 ~ 60,2019년 10월,227597,221735,0.026,0.001,199000,2315,1543,11,24728
51 ~ 60,2019년 11월,199121,193478,0.029,0.001,175614,2188,1575,10,19734
51 ~ 60,2019년 12월,175466,159376,0.101,0.001,156965,2060,1537,23,14881
51 ~ 60,2020년 01월,151065,132619,0.139,0.001,126734,2535,932,25,20839
51 ~ 60,2020년 02월,84460,144830,-0.417,0,69062,1183,683,30,13502
51 ~ 60,2020년 03월,6737,200310,-0.966,0,3851,243,116,11,2516
51 ~ 60,2020년 04월,1822,223030,-0.992,0,678,57,34,0,1053
51 ~ 60,2020년 05월,2465,203232,-0.988,0,705,109,26,3,1622
51 ~ 60,2020년 06월,3176,184956,-0.983,0,1112,114,38,0,1912
51 ~ 60,2020년 07월,4337,164816,-0.974,0,1249,140,131,1,2816
51 ~ 60,2020년 08월,4345,170298,-0.974,0,1118,204,115,4,2904
51 ~ 60,2020년 09월,4476,187687,-0.976,0,1312,176,111,4,2873
51 ~ 60,2020년 10월,4730,227597,-0.979,0,1374,202,93,3,3058
51 ~ 60,2020년 11월,3984,199121,-0.98,0,1282,247,126,2,2327
51 ~ 60,2020년 12월,3272,175466,-0.981,0,1159,207,118,9,1779
51 ~ 60,2021년 01월,3909,151065,-0.974,0,1077,323,151,3,2355
51 ~ 60,2021년 02월,3917,84460,-0.954,0,1088,178,104,15,2532
51 ~ 60,2021년 03월,6439,6737,-0.044,0,1502,198,119,6,4614
51 ~ 60,2021년 04월,7624,1822,3.184,0,1608,269,143,4,5600
51 ~ 60,2021년 05월,7142,2465,1.897,0,1958,226,167,9,4782
51 ~ 60,2021년 06월,6680,3176,1.103,0,2042,247,224,5,4162
51 ~ 60,2021년 07월,8193,4337,0.889,0,2877,245,322,6,4743
51 ~ 60,2021년 08월,6347,4345,0.461,0,2677,375,383,12,2900
51 ~ 60,2021년 09월,8918,4476,0.992,0,3616,308,279,10,4705
51 ~ 60,2021년 10월,10715,4730,1.265,0,4910,330,525,5,4945
51 ~ 60,2021년 11월,9347,3984,1.346,0,4980,461,324,5,3577
51 ~ 60,2021년 12월,6135,3272,0.875,0,3175,248,260,8,2444
51 ~ 60,2022년 01월,5882,3909,0.505,0,2584,420,267,6,2605
51 ~ 60,2022년 02월,5664,3917,0.446,0,2563,322,186,15,2578
51 ~ 60,2022년 03월,6571,6439,0.021,0,3355,380,271,11,2554
51 ~ 60,2022년 04월,13910,7624,0.825,0,9596,602,381,3,3328
51 ~ 60,소계,23774900,23679396,0.004,0.14,20040653,507519,141001,4619,3081108
61 ~ 70,2005년 01월,26519,0,0,0,22425,584,158,7,3345
61 ~ 70,2005년 02월,27942,0,0,0,24189,542,111,10,3090
61 ~ 70,2005년 03월,38940,0,0,0,34051,639,121,6,4123
61 ~ 70,2005년 04월,47142,0,0,0,42169,611,168,5,4189
61 ~ 70,2005년 05월,38388,0,0,0,33228,620,168,2,4370
61 ~ 70,2005년 06월,34029,0,0,0,30241,553,138,7,3090
61 ~ 70,2005년 07월,29250,0,0,0,25598,485,136,4,3027
61 ~ 70,2005년 08월,27347,0,0,0,23749,525,156,10,2907
61 ~ 70,2005년 09월,39054,0,0,0,34481,555,150,4,3864
61 ~ 70,2005년 10월,51263,0,0,0,46161,583,145,6,4368
61 ~ 70,2005년 11월,39814,0,0,0,35446,572,201,9,3586
61 ~ 70,2005년 12월,28300,0,0,0,24932,420,132,3,2813
61 ~ 70,2006년 01월,23703,26519,-0.106,0,19598,614,145,5,3341
61 ~ 70,2006년 02월,27012,27942,-0.033,0,23052,622,115,7,3216
61 ~ 70,2006년 03월,38488,38940,-0.012,0,34584,636,136,5,3127
61 ~ 70,2006년 04월,45957,47142,-0.025,0,41530,629,166,4,3628
61 ~ 70,2006년 05월,44499,38388,0.159,0,40312,608,150,2,3427
61 ~ 70,2006년 06월,38199,34029,0.123,0,34732,544,134,6,2783
61 ~ 70,2006년 07월,29082,29250,-0.006,0,26086,456,121,3,2416
61 ~ 70,2006년 08월,28299,27347,0.035,0,25112,521,173,5,2488
61 ~ 70,2006년 09월,40422,39054,0.035,0,36713,464,161,3,3081
61 ~ 70,2006년 10월,49996,51263,-0.025,0,45576,592,153,5,3670
61 ~ 70,2006년 11월,39887,39814,0.002,0,36205,499,150,2,3031
61 ~ 70,2006년 12월,25820,28300,-0.088,0,23019,392,107,0,2302
61 ~ 70,2007년 01월,26286,23703,0.109,0,22959,578,182,2,2565
61 ~ 70,2007년 02월,27502,27012,0.018,0,24378,498,137,3,2486
61 ~ 70,2007년 03월,38424,38488,-0.002,0,34401,628,131,4,3260
61 ~ 70,2007년 04월,45376,45957,-0.013,0,39001,615,176,0,5584
61 ~ 70,2007년 05월,44499,44499,0,0,37956,621,159,1,5762
61 ~ 70,2007년 06월,37349,38199,-0.022,0,32030,502,150,5,4662
61 ~ 70,2007년 07월,29032,29082,-0.002,0,24407,459,151,1,4014
61 ~ 70,2007년 08월,28254,28299,-0.002,0,22826,548,181,8,4691
61 ~ 70,2007년 09월,39582,40422,-0.021,0,32963,544,147,5,5923
61 ~ 70,2007년 10월,57667,49996,0.153,0,49769,647,171,2,7078
61 ~ 70,2007년 11월,44603,39887,0.118,0,38302,500,148,6,5647
61 ~ 70,2007년 12월,30266,25820,0.172,0,25247,421,118,4,4476
61 ~ 70,2008년 01월,30513,26286,0.161,0,24089,648,186,6,5584
61 ~ 70,2008년 02월,33894,27502,0.232,0,26212,560,134,10,6978
61 ~ 70,2008년 03월,44961,38424,0.17,0,35528,656,138,12,8627
61 ~ 70,2008년 04월,55988,45376,0.234,0,47488,664,185,15,7636
61 ~ 70,2008년 05월,54529,44499,0.225,0,46484,687,148,3,7207
61 ~ 70,2008년 06월,42629,37349,0.141,0,36208,593,168,6,5654
61 ~ 70,2008년 07월,36351,29032,0.252,0,30540,550,144,4,5113
61 ~ 70,2008년 08월,30845,28254,0.092,0,24581,632,163,7,5462
61 ~ 70,2008년 09월,46424,39582,0.173,0,38840,608,144,5,6827
61 ~ 70,2008년 10월,60592,57667,0.051,0,52317,651,112,4,7508
61 ~ 70,2008년 11월,48092,44603,0.078,0,41768,590,136,1,5597
61 ~ 70,2008년 12월,39040,30266,0.29,0,34483,458,117,0,3982
61 ~ 70,2009년 01월,43711,30513,0.433,0,38208,669,189,5,4640
61 ~ 70,2009년 02월,51879,33894,0.531,0,45459,525,129,5,5761
61 ~ 70,2009년 03월,66459,44961,0.478,0,58714,622,99,10,7014
61 ~ 70,2009년 04월,78671,55988,0.405,0,71847,631,129,3,6061
61 ~ 70,2009년 05월,58232,54529,0.068,0,52296,578,144,0,5214
61 ~ 70,2009년 06월,43692,42629,0.025,0,38510,511,103,6,4562
61 ~ 70,2009년 07월,44141,36351,0.214,0,39019,440,139,1,4542
61 ~ 70,2009년 08월,39654,30845,0.286,0,34212,555,164,8,4715
61 ~ 70,2009년 09월,60414,46424,0.301,0,54361,446,116,9,5482
61 ~ 70,2009년 10월,74578,60592,0.231,0,67686,542,153,5,6192
61 ~ 70,2009년 11월,59205,48092,0.231,0,52145,525,128,5,6402
61 ~ 70,2009년 12월,42613,39040,0.092,0,36458,376,104,4,5671
61 ~ 70,2010년 01월,41554,43711,-0.049,0,34299,659,134,6,6456
61 ~ 70,2010년 02월,43074,51879,-0.17,0,36272,511,97,8,6186
61 ~ 70,2010년 03월,65560,66459,-0.014,0,54616,732,111,8,10093
61 ~ 70,2010년 04월,80051,78671,0.018,0,69844,628,152,2,9425
61 ~ 70,2010년 05월,73835,58232,0.268,0,64597,608,185,4,8441
61 ~ 70,2010년 06월,62972,43692,0.441,0,54911,553,140,6,7362
61 ~ 70,2010년 07월,50346,44141,0.141,0,42866,521,122,5,6832
61 ~ 70,2010년 08월,45347,39654,0.144,0,37553,600,118,7,7069
61 ~ 70,2010년 09월,63280,60414,0.047,0,54101,541,94,6,8538
61 ~ 70,2010년 10월,86804,74578,0.164,0.001,76092,679,143,2,9888
61 ~ 70,2010년 11월,67739,59205,0.144,0,58844,561,100,3,8231
61 ~ 70,2010년 12월,43752,42613,0.027,0,36694,462,73,3,6520
61 ~ 70,2011년 01월,39395,41554,-0.052,0,31188,675,128,10,7394
61 ~ 70,2011년 02월,40695,43074,-0.055,0,32135,603,82,11,7864
61 ~ 70,2011년 03월,57036,65560,-0.13,0,44375,620,68,6,11967
61 ~ 70,2011년 04월,70150,80051,-0.124,0,59348,637,129,9,10027
61 ~ 70,2011년 05월,67355,73835,-0.088,0,56941,720,123,5,9566
61 ~ 70,2011년 06월,64703,62972,0.027,0,55974,593,129,2,8005
61 ~ 70,2011년 07월,57061,50346,0.133,0,48944,537,135,3,7442
61 ~ 70,2011년 08월,52356,45347,0.155,0,43943,598,135,9,7671
61 ~ 70,2011년 09월,73810,63280,0.166,0,63862,596,131,7,9214
61 ~ 70,2011년 10월,101337,86804,0.167,0.001,90129,735,146,4,10323
61 ~ 70,2011년 11월,81112,67739,0.197,0,72191,619,161,2,8139
61 ~ 70,2011년 12월,54279,43752,0.241,0,46966,469,115,6,6723
61 ~ 70,2012년 01월,48543,39395,0.232,0,40207,676,129,13,7518
61 ~ 70,2012년 02월,55091,40695,0.354,0,45869,486,74,4,8658
61 ~ 70,2012년 03월,75310,57036,0.32,0,63481,582,132,12,11103
61 ~ 70,2012년 04월,106096,70150,0.512,0.001,94816,610,120,8,10542
61 ~ 70,2012년 05월,96898,67355,0.439,0.001,87391,597,158,7,8745
61 ~ 70,2012년 06월,84200,64703,0.301,0,76294,469,102,11,7324
61 ~ 70,2012년 07월,70367,57061,0.233,0,62076,506,124,6,7655
61 ~ 70,2012년 08월,61215,52356,0.169,0,52970,560,131,6,7548
61 ~ 70,2012년 09월,81384,73810,0.103,0,72143,510,148,8,8575
61 ~ 70,2012년 10월,93343,101337,-0.079,0.001,82389,658,148,5,10143
61 ~ 70,2012년 11월,66896,81112,-0.175,0,56911,490,122,3,9370
